stars,forks,open_issues,commit_count,size,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,archived,age_days,days_since_push,days_since_update,lang_C,lang_C++,lang_Go,lang_Java,lang_JavaScript,lang_Jupyter Notebook,lang_Other,lang_Python,lang_Rust,lang_TypeScript,lang_Unknown,is_org
68088,12634,3817,59489,1401719,1,1,1,0,0,1,0,4454,275,275,False,False,False,False,False,False,False,False,False,True,False,1
67572,15699,326,20840,189854,1,1,1,1,1,0,0,4196,275,275,False,True,False,False,False,False,False,False,False,False,False,1
67495,4303,951,1103,213773,1,1,1,1,0,1,0,2173,282,275,True,False,False,False,False,False,False,False,False,False,False,0
67130,31960,9067,127158,698622,1,1,1,0,0,0,0,3296,275,275,False,False,False,False,False,False,False,True,False,False,False,1
67019,18602,186,6058,9565,1,0,1,1,0,1,0,6082,281,275,False,False,False,False,True,False,False,False,False,False,False,1
66969,9899,442,6548,53559,1,1,1,1,0,0,0,4210,294,275,False,True,False,False,False,False,False,False,False,False,False,1
66840,8125,923,1267,2002,1,1,1,1,1,0,0,3273,347,275,False,False,False,False,False,False,False,False,False,False,True,0
66713,8563,1127,36052,575045,1,1,1,0,0,0,0,3796,275,275,False,False,False,False,False,False,False,False,False,True,False,1
66318,15028,888,17012,750305,1,1,1,1,1,1,0,3866,275,275,False,False,False,False,False,True,False,False,False,False,False,1
66216,3488,515,7028,225231,1,1,1,0,0,1,0,1478,275,275,False,False,False,False,False,False,False,False,False,True,False,1
65919,11945,479,4559,43276,1,1,1,0,0,1,0,4722,301,275,False,False,False,False,True,False,False,False,False,False,False,1
65623,10872,1140,8855,105465,1,0,1,1,0,1,0,4232,275,275,False,True,False,False,False,False,False,False,False,False,False,0
65520,15371,20,2075,23299,0,1,1,0,1,0,0,3412,285,275,False,False,False,False,False,False,False,True,False,False,False,0
65453,7530,224,2585,17823,1,1,1,1,0,1,0,2615,290,275,False,False,False,False,False,False,False,True,False,False,False,1
65282,9079,237,17798,68575,1,1,1,0,0,1,0,5095,275,275,False,False,False,False,True,False,False,False,False,False,False,1
65185,9101,82,820,1260,1,1,1,1,0,0,0,2726,299,275,False,False,False,False,True,False,False,False,False,False,False,0
65107,24026,859,54937,258905,1,1,1,0,0,0,0,5099,275,275,False,False,False,False,False,False,False,True,False,False,False,1
