stars,forks,open_issues,commit_count,size,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,archived,age_days,days_since_push,days_since_update,lang_C,lang_C++,lang_Go,lang_Java,lang_JavaScript,lang_Jupyter Notebook,lang_Other,lang_Python,lang_Rust,lang_TypeScript,lang_Unknown,is_org
58735,4517,155,2681,65357,1,1,1,1,0,1,0,822,275,275,False,False,False,False,False,False,False,False,False,True,False,1
58617,9550,705,15669,256339,1,1,1,1,0,1,0,4836,275,275,False,False,True,False,False,False,False,False,False,False,False,1
58408,10607,66,3184,4251,1,0,1,0,1,1,0,3811,277,275,False,False,False,False,False,False,False,False,True,False,False,1
58255,9769,485,148,1150,1,1,1,0,0,0,0,1102,389,275,False,False,False,False,False,False,False,True,False,False,False,1
58059,38482,336,32859,224267,1,0,1,1,1,0,0,5553,275,275,False,False,False,True,False,False,False,False,False,False,False,1
57862,3745,13,2905,27473206,1,1,1,1,1,1,0,4095,275,275,False,False,False,False,False,False,True,False,False,False,False,0
57713,2952,265,268,3200,1,1,1,1,0,1,0,463,275,275,False,False,False,False,False,False,False,True,False,False,False,1
57642,2850,166,1394,906616,1,1,1,1,1,1,0,2002,275,275,False,False,False,False,False,False,False,False,True,False,False,1
57115,6384,1719,14777,383993,1,0,1,1,0,1,0,2548,275,275,False,False,False,True,False,False,False,False,False,False,False,1
57074,5250,878,7775,122893,1,1,1,0,0,1,0,3404,275,275,False,False,False,False,False,False,False,False,False,True,False,1
56956,12290,15,2586,22621,1,0,1,1,0,1,0,5871,288,275,False,False,False,False,True,False,False,False,False,False,False,1
56912,21860,1321,95158,265180,1,1,1,0,0,1,0,6524,275,275,False,False,False,False,False,False,True,False,False,False,False,1
56222,11996,232,8438,99289,1,1,1,1,0,0,0,2260,277,275,False,False,False,False,False,False,True,False,False,False,False,0
56124,5544,203,1527,27439,1,1,1,1,0,0,0,1162,279,275,False,False,False,False,False,False,True,False,False,False,False,1
56045,15962,121,1275,207074,1,1,1,1,1,0,0,2795,604,275,False,False,False,False,True,False,False,False,False,False,False,0
55884,6748,27,1910,3451,0,0,1,0,1,0,0,3211,353,275,False,False,False,False,False,False,True,False,False,False,False,0
55877,7473,271,332,2778,1,1,1,1,0,1,0,1025,463,275,False,False,False,False,False,False,False,True,False,False,False,1
55860,10299,428,21732,1146246,1,1,1,0,0,1,0,3927,276,275,False,False,False,False,True,False,False,False,False,False,False,1
55752,6633,86,6352,184257,1,1,1,1,0,0,0,966,280,275,False,False,False,False,False,False,False,True,False,False,False,1
55606,9756,383,2600,3533,0,1,1,1,1,0,0,4932,299,275,False,False,False,False,False,False,False,True,False,False,False,0
55363,4468,189,17549,35859,1,1,1,1,0,1,0,4457,275,275,False,False,False,False,False,False,True,False,False,False,False,1
55347,9483,11,1817,126557,1,1,1,1,0,1,0,2884,363,275,False,False,False,False,True,False,False,False,False,False,False,0
55302,10816,643,10795,28192,1,1,0,1,0,1,0,5842,276,275,False,False,False,False,False,False,False,True,False,False,False,1
55098,1544,1768,6539,97697,1,1,1,0,1,0,0,871,275,275,False,False,False,False,False,False,False,False,True,False,False,1
54999,13559,41,178,39446,1,1,1,1,0,1,0,1166,415,275,False,False,False,False,False,False,False,False,False,False,True,0
54902,26227,232,77090,277579,0,0,1,0,0,0,0,6421,275,275,True,False,False,False,False,False,False,False,False,False,False,1
54877,10609,222,9719,38511,1,0,1,0,0,1,0,4297,275,275,False,False,False,False,False,False,False,False,False,True,False,1
54850,1099,8,59,66,0,1,1,1,0,1,0,631,282,275,False,False,False,False,False,False,True,False,False,False,False,1
54791,5332,650,5538,147414,1,1,1,0,0,0,0,3812,275,275,False,False,True,False,False,False,False,False,False,False,False,1
54758,13606,812,238,103959,1,1,1,1,0,0,0,3275,548,275,False,False,False,False,False,False,False,True,False,False,False,0
54659,5282,53,956,2887,1,1,1,1,0,1,0,3192,275,275,False,False,False,False,True,False,False,False,False,False,False,1
54572,6175,304,4274,200594,1,1,1,1,1,0,0,709,275,275,False,False,False,False,False,False,False,True,False,False,False,1
54484,3871,709,32172,1288344,1,1,1,1,0,1,0,3035,275,275,False,False,False,False,False,False,False,False,False,True,False,1
54250,8974,221,297,369680,1,0,1,1,0,0,0,2462,554,275,False,False,False,False,False,False,False,True,False,False,False,0
54229,14638,2920,4612,93346,1,1,1,1,1,1,0,3457,549,275,False,False,False,False,False,False,True,False,False,False,False,1
54177,7134,38,1648,20474,1,1,1,0,0,1,0,1028,282,275,False,False,False,False,False,False,False,True,False,False,False,0
53968,13399,36,1835,203576,1,1,1,0,1,0,0,2985,275,275,False,False,False,False,False,False,False,True,False,False,False,0
53914,16922,261,2903,16684,1,1,1,1,0,1,0,2104,275,275,False,False,False,False,False,False,False,True,False,False,False,1
53907,9755,165,15171,719155,1,1,1,1,0,0,0,3375,275,275,False,False,False,False,False,False,False,True,False,False,False,1
53781,6098,832,635,32499,1,0,1,0,1,1,0,1171,540,275,False,False,False,False,False,False,False,False,True,False,False,0
53780,3492,16,13244,157516,1,1,1,1,1,0,0,3978,275,275,False,False,False,False,True,False,False,False,False,False,False,0
53581,2810,154,165,1799,1,0,1,0,0,1,0,2797,556,275,False,False,True,False,False,False,False,False,False,False,False,0
53138,10574,82,360,379,1,0,1,0,1,0,0,5406,617,275,False,False,False,False,False,False,True,False,False,False,False,0
53074,5082,2087,3009,76958,1,1,1,0,0,1,0,801,275,275,False,False,False,False,False,False,False,False,False,True,False,1
53011,13915,53,7291,60971,1,0,1,0,1,0,0,3452,276,275,False,False,False,False,False,False,True,False,False,False,False,0
52890,9461,281,6348,13160,1,0,1,1,0,0,0,5486,293,275,False,False,False,False,False,False,False,True,False,False,False,1
52642,1293,373,3341,32908,1,0,1,0,0,1,0,2862,275,275,False,False,False,False,False,False,False,False,True,False,False,0
52570,5815,49,12484,134300,1,0,1,0,1,1,0,4054,275,275,False,False,True,False,False,False,False,False,False,False,False,1
52525,10223,35,459,871781,1,1,1,1,0,0,0,4076,594,275,False,False,False,False,False,False,False,False,False,False,True,0
52500,5656,59,333,1367,1,1,1,1,0,0,0,2141,354,275,False,False,False,False,False,False,False,True,False,False,False,0
52459,2123,180,2057,4980,1,0,1,0,0,1,0,3633,316,275,False,False,False,False,False,False,False,False,True,False,False,0
52438,1681,4,1217,7591,1,1,1,1,1,1,0,2509,275,275,False,False,False,False,False,False,False,False,False,True,False,1
52411,5332,93,317,584,1,1,1,1,0,1,0,3086,402,275,False,False,False,False,False,False,True,False,False,False,False,1
52108,5572,60,88,7607,1,1,1,1,0,0,0,978,284,275,False,False,False,False,False,True,False,False,False,False,False,0
52084,1833,291,4209,50146,1,1,1,1,0,1,0,2294,277,275,False,False,False,False,False,False,False,True,False,False,False,1
51905,2834,57,6672,8627,1,1,1,0,0,1,0,4275,275,275,False,False,False,False,False,False,True,False,False,False,False,1
51719,13462,575,14129,1489434,1,1,1,1,0,1,0,4566,275,275,False,False,False,False,False,False,False,False,False,True,False,1
51559,9648,356,275,4099569,1,1,0,0,1,0,0,4153,315,275,False,False,False,False,False,False,False,False,False,False,True,1
51418,2050,228,11459,72332,1,1,1,0,0,1,0,2860,275,275,False,False,False,False,False,False,False,False,True,False,False,1
51196,2735,210,11790,195881,1,1,1,0,0,0,0,1803,275,275,False,False,False,False,False,False,False,False,False,True,False,1
51166,4921,1077,6749,113201,1,1,1,1,0,1,0,4700,449,275,False,False,False,False,True,False,False,False,False,False,False,1
50959,3379,182,9951,524938,1,1,1,0,0,1,0,1300,275,275,False,False,False,False,False,False,False,False,False,True,False,1
50792,5316,40,507,776,1,1,1,0,0,0,0,4332,675,275,False,False,False,False,False,False,False,False,False,False,True,0
50791,10309,406,20885,161800,1,1,1,1,1,1,0,5414,277,275,False,False,False,False,True,False,False,False,False,False,False,1
50785,10994,713,6919,559823,1,1,1,1,1,0,0,4285,275,275,False,False,False,True,False,False,False,False,False,False,False,1
50784,1874,158,508,6993,1,1,1,0,0,0,0,2840,279,275,False,False,True,False,False,False,False,False,False,False,False,0
50576,5917,187,125479,3976332,0,0,1,0,0,0,0,5121,275,275,False,False,False,False,False,False,True,False,False,False,False,1
50519,3760,89,1910,2410,1,1,1,1,0,0,0,447,275,275,False,False,False,False,False,False,False,False,False,False,True,0
50483,4510,1149,8740,205491,1,1,1,1,0,0,0,4359,275,275,False,False,True,False,False,False,False,False,False,False,False,1
50459,2812,400,493,13710,1,1,1,1,1,1,0,2087,327,275,False,False,False,False,False,False,True,False,False,False,False,0
50433,4503,1468,10056,150247,1,1,1,1,0,1,0,3370,275,275,False,False,False,False,True,False,False,False,False,False,False,1
50430,2905,10,5170,7717,1,0,1,0,0,0,0,4236,276,275,False,False,False,False,False,False,False,False,True,False,False,1
50284,8353,119,9,1008,0,1,1,1,0,1,0,705,539,275,False,False,False,False,False,False,False,True,False,False,False,1
50240,15432,26,134,336,1,1,1,1,0,1,0,352,275,275,False,False,False,False,False,False,False,False,False,False,True,0
50177,5896,577,49,18751,1,1,1,0,0,0,0,1065,520,275,False,False,False,False,False,True,False,False,False,False,False,1
50114,8649,1053,6638,35251,1,1,1,0,0,1,0,2810,275,275,False,False,False,False,False,False,False,False,False,True,False,1
50054,10096,211,11839,69659,1,1,1,1,1,1,0,6332,302,275,False,False,False,False,False,False,True,False,False,False,False,1
49989,12646,3,119658,439736,0,0,1,0,0,0,0,5426,275,275,True,False,False,False,False,False,False,False,False,False,False,1
49927,6651,8,3499,6364,1,0,1,0,1,0,0,3589,275,275,False,False,False,False,False,False,False,False,False,False,True,0
49782,3945,491,1939,115961,1,1,1,1,1,0,0,3680,277,275,False,False,False,False,False,False,True,False,False,False,False,0
49782,30393,713,89425,740131,1,1,1,0,0,1,0,4886,275,275,False,False,False,False,False,False,False,False,False,True,False,1
49740,3649,1285,1608,72512,1,1,1,1,0,0,0,3022,550,275,False,False,False,False,True,False,False,False,False,False,False,1
49728,7179,6,858,12309,1,0,1,0,0,1,0,943,306,275,False,False,False,False,False,True,False,False,False,False,False,0
49441,6696,550,2235,5312,1,1,1,1,0,1,0,1885,285,275,False,False,True,False,False,False,False,False,False,False,False,1
49441,4357,779,26919,336077,1,1,1,0,0,1,0,2510,275,275,False,False,False,False,False,False,False,False,False,True,False,1
49421,9967,125,629,242726,1,0,1,1,1,1,0,3458,324,275,False,False,False,False,True,False,False,False,False,False,False,1
49413,10071,400,23098,89847,1,0,1,0,0,1,0,4611,275,275,False,False,True,False,False,False,False,False,False,False,False,1
49366,5334,541,12937,528729,1,1,1,0,0,0,0,3321,276,275,False,False,False,False,False,False,False,False,False,True,False,0
49344,6005,471,2840,49414,1,0,1,1,0,1,0,999,275,275,False,False,False,False,False,False,False,True,False,False,False,0
49341,2294,106,4313,71964,1,0,1,0,0,1,0,2552,297,275,False,False,False,False,False,False,True,False,False,False,False,0
49334,8224,130,6553,1208087,1,1,1,0,1,1,0,2114,275,275,False,False,False,False,False,False,False,True,False,False,False,1
49294,10790,149,41616,352892,1,0,1,0,0,0,0,4675,275,275,False,False,False,False,True,False,False,False,False,False,False,1
49087,2140,246,5260,44270,1,1,1,0,1,1,0,1928,276,275,False,True,False,False,False,False,False,False,False,False,False,0
48980,20865,313,15977,221433,1,1,1,1,1,0,0,4439,275,275,False,False,True,False,False,False,False,False,False,False,False,1
48966,6896,7,6462,13952,1,0,1,0,1,0,0,4243,381,275,False,False,False,False,False,False,True,False,False,False,False,0
48855,2111,871,3778,42283,1,0,1,0,0,1,0,2516,275,275,False,False,False,False,False,False,False,False,True,False,False,1
48713,5815,2699,19481,305869,1,0,1,0,0,0,0,3398,275,275,False,False,True,False,False,False,False,False,False,False,False,1
48619,3286,1346,21505,745083,1,0,1,0,1,1,0,4006,275,275,False,False,False,False,False,False,False,False,False,True,False,1
48499,86268,364,4676,7940,1,1,1,1,0,0,0,3440,275,275,False,False,False,False,False,False,False,False,False,False,True,1
48450,6656,69,150,105,1,0,1,0,0,0,0,3743,850,275,False,False,False,False,True,False,False,False,False,False,False,0
48392,3767,18,2139,3363,0,0,1,0,0,0,0,3264,312,275,False,False,False,False,True,False,False,False,False,False,False,0
48286,7165,4147,18724,297919,1,1,1,0,0,1,0,3651,275,275,False,False,False,False,False,False,True,False,False,False,False,1
48126,7604,16,6229,144397,1,1,1,1,1,0,0,4790,275,275,False,False,False,True,False,False,False,False,False,False,False,1
48084,7062,281,4064,22191,1,1,1,0,0,0,0,5470,555,275,False,False,False,False,True,False,False,False,False,False,False,1
47865,5423,719,2525,3836,1,0,1,0,0,0,0,458,275,275,False,False,False,False,True,False,False,False,False,False,False,1
47820,2358,1115,1557,5567,1,1,1,1,1,0,0,2873,276,275,False,False,False,False,True,False,False,False,False,False,False,0
47772,7530,2532,6619,53602,1,1,1,0,0,1,0,1107,275,275,False,False,False,False,False,False,False,True,False,False,False,1
47652,4644,754,1170,69808,1,1,1,1,0,1,0,2621,589,275,False,False,False,False,True,False,False,False,False,False,False,0
47620,3784,1,443,4903,1,1,1,1,0,0,0,3758,277,275,False,False,False,False,False,False,False,True,False,False,False,0
47590,8779,2,605,826,0,0,1,0,0,0,0,3437,365,275,False,False,False,False,False,False,False,False,False,False,True,0
47426,7637,1204,11039,97703,1,1,1,0,0,1,0,3690,275,275,False,False,False,False,False,False,True,False,False,False,False,1
47331,2352,18,1915,109599,1,1,1,0,0,1,0,1326,276,275,False,False,True,False,False,False,False,False,False,False,False,1
47260,10921,62,109,10955,0,1,1,1,1,0,0,2787,784,275,False,False,False,False,False,False,False,False,False,False,True,0
47150,2158,108,273,330,1,1,1,1,0,0,0,3848,673,275,False,False,False,False,False,False,False,True,False,False,False,0
47066,5592,5029,58968,331129,1,0,1,0,0,1,0,5419,275,275,False,False,False,False,False,False,True,False,False,False,False,1
46687,5739,1239,16134,100183,1,0,1,0,0,1,0,3958,275,275,False,False,False,False,True,False,False,False,False,False,False,1
46630,5132,882,925,13219,1,1,1,1,0,0,0,768,301,275,False,False,False,False,False,False,False,True,False,False,False,0
46430,5412,16,142,149,1,1,1,1,0,0,0,3290,445,275,False,False,False,False,False,False,False,False,False,False,True,0
46407,8863,191,435,8824,1,1,1,1,0,0,0,2285,338,275,False,False,False,False,False,False,False,True,False,False,False,0
46386,5023,963,6077,207894,1,0,1,0,0,1,0,4391,279,275,False,False,True,False,False,False,False,False,False,False,False,1
46382,9206,169,5835,55696,1,0,1,0,1,0,0,4960,275,275,False,False,False,False,False,False,True,False,False,False,False,1
46304,10690,91,182,1790,1,1,1,0,0,0,0,4614,554,275,False,False,False,False,False,False,False,False,False,False,True,0
46294,4202,1,1053,3134,1,0,1,0,0,1,0,2820,404,275,False,False,False,False,True,False,False,False,False,False,False,1
46229,3986,688,3819,8740,1,1,1,1,0,0,0,4730,280,275,False,False,False,False,False,False,True,False,False,False,False,1
46056,2536,598,5590,61527,1,1,1,1,0,1,0,3967,291,275,False,True,False,False,False,False,False,False,False,False,False,1
46012,8927,5,5389,55130,1,0,1,0,0,0,0,3822,291,275,False,False,True,False,False,False,False,False,False,False,False,1
46012,6268,65,349,1084,1,1,1,1,0,0,0,3135,330,275,False,False,False,False,False,False,False,False,False,False,True,0
45894,8003,565,453,3768,1,1,1,1,0,1,0,351,276,275,False,False,False,False,False,False,False,True,False,False,False,1
45741,6989,96,4738,218462,1,1,1,0,1,1,0,4614,275,275,False,True,False,False,False,False,False,False,False,False,False,0
45469,18508,3687,36149,367891,1,1,1,0,0,0,0,5659,275,275,False,False,False,False,False,False,False,True,False,False,False,1
45398,4939,31955,990,3090,1,1,1,0,0,1,0,2038,275,275,False,False,False,False,False,False,False,False,False,True,False,1
45367,3500,551,5742,18249,1,0,1,0,0,1,0,4952,447,275,False,False,False,False,False,False,False,False,False,True,False,1
45219,9866,1952,34340,340616,1,0,1,0,0,0,0,4361,275,275,False,False,True,False,False,False,False,False,False,False,False,1
45204,3188,105,3774,87731,1,0,1,0,0,1,0,2354,276,275,False,False,False,False,False,False,False,False,False,True,False,1
45114,4856,447,8422,114330,1,1,1,1,0,1,0,4777,275,275,False,False,False,False,False,False,False,False,False,True,False,1
45041,5544,2,8352,26108,1,0,1,1,0,0,0,4042,275,275,False,False,False,False,False,False,False,False,False,False,True,0
45021,11739,206,829,13414,1,1,1,1,0,0,0,3668,275,275,False,False,False,False,False,False,True,False,False,False,False,1
44851,6997,270,1143,34059,1,0,1,0,0,1,0,926,392,275,False,False,False,False,False,False,False,True,False,False,False,0
44780,6774,566,3633,145318,1,1,1,0,1,1,0,917,275,275,False,False,False,False,False,False,False,True,False,False,False,1
44774,6546,322,7335,307145,1,1,1,1,1,0,0,4455,275,275,False,False,False,False,False,False,False,False,False,True,False,1
44689,2110,28,2837,10766,1,0,1,1,0,1,0,2924,280,275,False,False,False,False,False,False,False,False,True,False,False,0
44672,1443,624,3347,97088,1,0,1,0,0,1,0,2139,277,275,False,False,False,False,True,False,False,False,False,False,False,1
44652,5209,368,39465,138128,1,1,1,1,0,1,0,5146,275,275,False,False,False,False,True,False,False,False,False,False,False,1
44584,18207,160,2698,135408,1,1,1,0,1,1,0,4440,279,275,False,False,False,False,False,False,True,False,False,False,False,1
44521,18306,219,235,43642,1,1,1,1,1,0,0,3481,603,275,False,False,False,False,False,True,False,False,False,False,False,0
44453,3598,23,961,1042,1,1,1,1,0,0,0,3528,557,275,False,False,False,False,False,False,False,False,False,False,True,0
44360,10220,359,569,124947,1,1,1,1,0,1,0,2251,374,275,False,False,False,False,True,False,False,False,False,False,False,0
44303,4348,263,1401,46850,1,1,1,1,0,0,0,992,276,275,False,False,False,False,True,False,False,False,False,False,False,1
44297,3220,48,1275,6582,1,1,1,1,0,1,0,780,275,275,False,False,False,False,False,False,True,False,False,False,False,1
44128,5203,765,2370,179613,1,1,1,1,0,1,0,594,275,275,False,False,False,False,False,False,False,False,False,True,False,1
44106,1141,15,851,3187,1,1,1,0,1,1,0,1752,287,275,False,False,False,False,True,False,False,False,False,False,False,1
44075,6252,892,2447,71910,1,0,1,0,0,1,0,2382,286,275,False,False,False,False,False,False,False,False,False,True,False,0
44051,5077,370,2447,23696,1,0,1,1,0,0,0,4722,275,275,False,False,False,True,False,False,False,False,False,False,False,0
44041,8541,65,59337,743684,0,0,1,0,0,0,0,4787,275,275,False,False,False,False,False,False,True,False,False,False,False,1
44031,1390,203,855,28730,1,1,1,0,0,1,0,2470,425,275,False,False,True,False,False,False,False,False,False,False,False,0
43963,14789,9,296,711,1,1,1,1,0,0,0,3515,316,275,False,False,False,False,False,False,False,False,False,False,True,0
43952,3526,1017,4065,24532,1,0,1,0,0,1,0,3521,555,275,False,False,False,False,False,False,False,False,False,True,False,1
43921,2374,118,1303,5504,1,1,1,1,1,1,0,3031,299,275,False,False,False,False,False,False,False,False,False,False,True,0
43893,4084,191,811,142324,1,1,1,1,0,1,0,652,275,275,False,False,False,False,False,False,False,True,False,False,False,0
43878,5111,125,390,1048,1,1,1,0,0,0,0,4626,640,275,False,False,False,False,False,False,False,False,False,False,True,0
43839,2268,584,3466,60840,1,1,1,0,0,1,0,3119,275,275,False,False,False,False,True,False,False,False,False,False,False,1
43770,7476,1,1699,1976,1,1,1,1,0,0,0,4244,277,275,False,False,False,False,False,False,False,False,False,False,True,0
43760,1355,70,879,17878,1,1,1,0,1,1,0,1572,275,275,False,False,False,False,False,False,False,False,True,False,False,1
43755,1375,58,1813,62564,1,1,1,0,1,1,0,1631,276,275,False,False,False,False,False,False,False,False,False,True,False,1
43702,5484,251,2176,26413,1,1,1,0,1,0,0,3837,287,275,False,False,False,False,False,False,True,False,False,False,False,1
43663,5620,2549,4490,30289,1,1,1,1,0,1,0,1157,275,275,False,False,False,False,False,False,False,True,False,False,False,0
43658,10216,84,45243,99326,1,0,1,0,1,0,0,3638,275,275,False,False,False,False,False,False,True,False,False,False,False,1
43627,3710,3022,27125,194859,1,1,1,1,1,1,0,3775,275,275,False,False,False,True,False,False,False,False,False,False,False,1
43625,14888,224,250,10242,1,1,1,1,0,0,0,3754,573,275,False,False,False,False,False,True,False,False,False,False,False,0
43589,5716,766,18017,132013,1,1,1,0,0,1,0,4163,275,275,False,False,False,False,False,False,False,False,False,True,False,1
43577,10616,133,5178,38293,1,1,1,1,0,0,0,4950,649,275,False,False,True,False,False,False,False,False,False,False,False,0
43504,7314,161,2525,6093,1,0,1,0,1,1,0,5645,275,275,False,False,False,False,False,False,True,False,False,False,False,1
43132,2189,104,3766,29318,1,1,1,0,0,1,0,2543,278,275,False,False,False,False,False,False,False,False,False,True,False,1
43081,27909,8013,184356,11244947,1,0,1,1,0,0,0,4301,275,275,False,False,False,False,False,False,False,True,False,False,False,1
43044,3232,623,2999,83730,1,1,1,1,1,0,0,2673,275,275,False,False,False,False,False,False,False,False,False,True,False,0
43029,10794,1103,56720,560946,1,1,0,0,1,0,0,4091,275,275,False,True,False,False,False,False,False,False,False,False,False,1
42908,5899,15,788,238392,1,1,1,1,0,1,0,2959,289,275,False,False,False,False,False,False,True,False,False,False,False,0
42779,5943,526,7913,58789,1,1,0,0,1,1,0,5630,275,275,False,False,False,False,True,False,False,False,False,False,False,1
42754,15344,63,1613,75307,1,1,1,1,1,0,0,2643,275,275,False,False,False,True,False,False,False,False,False,False,False,1
42717,5244,1270,5965,6982,1,0,1,1,0,1,0,3709,278,275,False,False,False,False,False,False,True,False,False,False,False,1
42666,11755,3270,27472,1805450,1,1,1,1,1,1,0,3930,275,275,False,False,False,False,False,False,False,False,False,True,False,1
42643,3058,20,108,98,1,1,1,1,1,0,0,2818,482,275,False,False,False,False,False,False,False,False,False,False,True,0
42609,1794,479,69317,370436,1,0,1,0,0,0,0,631,275,275,False,True,False,False,False,False,False,False,False,False,False,1
42593,3744,705,3436,136053,1,0,1,1,1,1,0,3545,279,275,False,False,False,False,True,False,False,False,False,False,False,1
42547,6461,116,760,8957,1,1,1,1,1,0,0,3025,544,275,False,False,False,False,True,False,False,False,False,False,False,0
42329,1752,2295,11506,145919,1,1,1,0,1,1,0,2437,275,275,False,False,False,False,False,False,False,False,False,True,False,1
42228,2642,1039,5115,13442,1,0,1,0,0,0,0,4658,276,275,False,False,False,False,True,False,False,False,False,False,False,0
42212,2718,6,1428,31579,1,0,1,1,0,1,1,3310,1584,275,False,False,False,False,True,False,False,False,False,False,False,0
42099,3168,61,3440,6107,1,1,1,1,0,1,0,4921,275,275,False,False,False,False,False,False,True,False,False,False,False,1
42085,3199,18,452,1009,1,1,1,1,0,0,0,4230,314,275,False,False,False,False,False,False,False,False,False,False,True,0
42033,5564,3958,36244,984637,1,1,1,1,0,0,0,4035,275,275,False,False,False,False,False,False,True,False,False,False,False,1
42020,9878,4,562,3507,1,1,1,1,0,0,0,2822,277,275,False,False,False,False,True,False,False,False,False,False,False,0
41904,7610,52,1657,40226,1,1,1,0,1,1,0,4222,282,275,False,False,False,False,False,False,True,False,False,False,False,1
41791,5710,2085,294,260,1,1,1,1,0,0,0,4488,550,275,False,False,False,False,False,False,False,False,False,False,True,0
41762,5963,314,6479,300000,1,1,1,0,0,1,0,1206,275,275,False,False,False,False,False,False,False,True,False,False,False,1
41683,3730,55,6681,2350122,1,1,1,0,1,1,0,1888,275,275,False,False,False,False,False,False,False,True,False,False,False,1
41540,2730,2069,2357,120070,1,1,1,0,0,0,0,3685,278,275,False,False,False,False,True,False,False,False,False,False,False,1
41486,4492,435,1476,4532,1,0,1,1,0,1,0,3773,328,275,False,False,False,True,False,False,False,False,False,False,False,1
41419,6999,15,876,3794,1,1,1,1,0,0,0,5006,289,275,False,False,False,False,False,False,False,True,False,False,False,0
41393,2509,517,11406,38840,1,1,1,0,0,1,0,1851,275,275,False,False,False,False,False,False,True,False,False,False,False,1
41352,6862,291,209,953,1,1,1,1,0,0,0,1150,437,275,False,False,False,False,False,False,False,True,False,False,False,0
41174,8710,12,291,1322,1,1,1,1,0,1,0,2413,616,275,False,True,False,False,False,False,False,False,False,False,False,0
41164,3514,88,536,33300,1,1,1,1,1,1,0,4171,326,275,False,False,True,False,False,False,False,False,False,False,False,0
41142,28547,185,44454,500740,0,1,1,0,1,0,0,4378,275,275,False,False,False,False,False,False,True,False,False,False,False,1
41116,12405,118,512,34425,1,1,1,1,0,0,0,3346,315,275,False,False,False,False,False,False,True,False,False,False,False,0
41090,7932,758,2670,33410,1,1,1,1,0,1,0,1258,275,275,False,False,False,False,False,False,False,True,False,False,False,1
41053,5218,597,368,9362,1,1,1,0,0,1,0,1075,603,275,False,False,False,False,False,False,False,True,False,False,False,1
41004,5245,300,87,75202,1,1,1,1,0,0,0,1184,497,275,False,False,False,False,False,False,False,True,False,False,False,1
40995,9748,202,3741,83621,1,1,1,0,0,1,0,5090,276,275,False,False,False,False,True,False,False,False,False,False,False,0
40993,26513,965,8450,59822,1,1,1,1,0,1,0,4994,277,275,False,False,False,True,False,False,False,False,False,False,False,1
40896,4344,2442,85306,615718,1,1,1,0,0,1,0,5652,275,275,False,False,False,False,False,False,False,True,False,False,False,1
40895,6004,9,1052,264800,1,1,1,1,0,1,0,2473,279,275,False,False,False,False,False,False,True,False,False,False,False,0
40892,4509,475,3809,66021,1,1,1,1,0,1,0,1576,275,275,False,False,False,False,False,False,False,True,False,False,False,1
40873,4917,151,11192,95095,1,0,1,0,0,1,0,4112,276,275,False,False,False,False,False,False,True,False,False,False,False,1
40863,2625,378,628,61452,1,1,1,1,1,1,0,2210,285,275,False,False,False,False,False,False,False,True,False,False,False,0
40835,11560,2,243,171378,1,1,1,0,1,1,0,3282,465,275,False,False,False,False,False,False,False,True,False,False,False,1
40804,2509,321,3650,34592,1,0,1,0,0,1,0,3475,288,275,False,False,False,False,False,False,False,False,False,True,False,1
40789,3689,740,9124,6352395,1,1,1,1,0,0,0,2780,275,275,False,False,False,False,True,False,False,False,False,False,False,1
40764,3875,926,5436,134440,1,1,1,1,0,0,0,5161,275,275,False,False,False,False,True,False,False,False,False,False,False,1
40763,7312,4677,176743,1804587,1,1,1,1,0,1,0,3550,275,275,False,True,False,False,False,False,False,False,False,False,False,1
40657,1103,879,3665,131917,1,0,1,0,0,1,0,2340,275,275,False,False,False,False,False,False,False,False,True,False,False,1
40496,7026,713,16797,94426,1,0,1,0,0,1,0,3448,275,275,False,False,False,False,False,False,False,False,False,True,False,1
40491,2628,1786,3737,276053,1,0,1,1,0,1,0,3350,278,275,False,False,False,False,False,False,True,False,False,False,False,1
40480,2882,30,3525,35648,1,0,1,0,0,1,0,1535,275,275,False,False,True,False,False,False,False,False,False,False,False,1
40468,2938,310,1085,2030,1,1,1,1,0,0,0,4552,290,275,False,False,True,False,False,False,False,False,False,False,False,0
40407,1689,796,1948,140527,1,1,1,1,1,1,0,1832,287,275,False,False,False,False,False,False,True,False,False,False,False,0
40334,6990,747,26577,3331096,1,0,1,1,0,1,0,3476,275,275,False,False,False,False,False,False,False,False,False,True,False,1
40331,4921,89,3695,7026,1,0,1,1,0,1,0,4898,275,275,False,False,False,False,False,False,False,False,False,True,False,1
40244,2579,368,1985,7193,1,1,1,1,0,0,0,2899,281,275,False,False,False,False,False,False,False,True,False,False,False,1
40167,5823,870,16662,81916,1,1,1,0,0,1,0,4098,278,275,False,False,False,False,False,False,True,False,False,False,False,1
40161,5143,14,4668,170196,1,1,1,1,0,1,0,2102,553,275,False,False,False,False,False,False,False,True,False,False,False,1
40147,2518,338,4288,781770,1,0,1,0,0,0,0,1748,275,275,False,False,False,False,False,False,False,False,False,True,False,1
40140,15046,1312,30512,398554,1,1,1,0,0,1,0,3966,275,275,False,False,False,False,False,False,False,True,False,False,False,1
40133,4251,965,2625,23457,1,1,1,1,1,1,0,1244,275,275,False,True,False,False,False,False,False,False,False,False,False,1
39734,7354,324,1371,751920,1,1,1,1,1,1,0,4055,283,275,False,False,False,False,False,False,True,False,False,False,False,0
